FgR,FgG,FgB,BgX,BgY,BgZ,FgL,FgA,Fg_B,BFL,BFA,BFB,BFDis,BFTime,QCHSL,QCHSA,QCHSB,QCHSCycles,QCHSDis,QCHSOffSet,QCHSTime,QCHSRatio,QCDL,QCDA,QCDB,QCDCycles,QCDDis,QCDOffSet,QCDTime,QCDRatio,SCL,SCA,SCB,SCCycles,SCDis,SCOffSet,SCTime,SCRatio
138,238,217,0.025711843,0.303745094,1.031072111,90.98030972,-33.78402705,-15.55119014,15,25,36,21.92827249,14907,13,30,33,9,26.71037433,4.782101841,109,136,19,21,22,22,30.42437618,8.496103694,152,98,16,26,23,7,34.46039015,12.53211767,116,128
72,255,123,0.389349869,0.563450799,0.168583025,0,0,0,6,31,9,84.77258387,15110,8,34,11,12,85.20625242,0.433668548,156,96,7,34,10,24,84.94149593,0.168912059,206,73,7,32,12,13,85.94222743,1.169643553,224,67
165,88,43,0.663818588,0.79678949,0.149238785,41.12857272,16.5892166,27.91868464,8,34,13,56.40349064,14930,9,36,14,11,56.45612057,0.052629921,149,100,11,35,19,26,58.58076021,2.177269566,255,58,9,34,14,15,56.83520278,0.431712134,250,59
159,213,164,0.609575621,0.88138291,0.999440877,79.40277542,-34.5274107,0.709073924,7,31,32,18.187027,15102,0,20,22,21,21.10463484,2.917607847,75,201,0,20,22,21,21.10463484,2.917607847,134,112,6,25,26,7,19.78180809,1.594781092,121,124
176,177,231,0.6390242,0.731606393,0.683229248,73.69776253,11.74716519,-45.3486853,5,34,3,17.99064334,14967,9,30,9,11,20.85810246,2.867459121,164,91,8,30,8,24,20.15396558,2.163322242,222,67,12,28,13,12,26.91539693,8.924753586,202,74
253,246,87,0.792824693,0.144448667,0.253823317,95.03025722,-34.51105604,76.14349978,18,7,38,88.17605725,15649,18,7,38,17,88.17605725,0,155,100,19,14,36,25,97.85744677,9.681389517,200,78,18,7,38,17,88.17605725,0,257,60
146,159,102,0.600117364,0.776685866,0.097265864,61.27270804,-28.05917189,15.32856381,4,31,6,33.81339858,15039,10,19,14,12,36.70228281,2.888884224,170,88,14,20,19,35,44.78940735,10.97600877,376,39,10,17,15,9,37.44954942,3.636150833,149,100
194,177,85,0.765989257,0.81781395,0.395758713,70.91571096,-21.35255907,41.83300939,7,11,30,28.19413249,15198,1,19,21,9,29.18877395,0.994641452,116,131,1,20,22,23,29.01356203,0.819429533,172,88,5,18,25,7,29.31804692,1.123914428,127,119
85,91,93,0.820277894,0.401311591,0.613266107,34.12824508,-7.938904964,-10.84071175,16,6,28,79.63718467,14992,16,6,28,13,79.63718467,0,156,96,17,6,27,34,79.6561773,0.018992621,334,44,17,7,27,14,79.78140866,0.144223986,238,62
32,234,51,0.124963441,0.929526597,0.116965459,81.60936531,-81.37070885,69.87207267,12,34,24,44.90366864,14897,15,28,22,8,52.07608968,7.172421041,103,144,19,21,23,22,62.0561992,17.15253056,154,96,16,26,23,7,54.13543089,9.231762258,117,127
79,206,193,0.453554489,0.288891393,0.160579989,74.34621033,-32.95393059,-20.51196042,18,8,23,42.52634685,15048,17,9,22,13,42.95171731,0.425370455,151,99,17,9,22,13,42.95171731,0.425370455,211,71,17,9,22,13,42.95171731,0.425370455,214,70
150,232,25,0.186556801,0.013190392,0.207857865,84.31856849,-67.06956554,81.52478212,18,7,39,42.74489226,14892,19,14,39,11,59.67771744,16.93282518,133,111,19,14,37,27,60.70169858,17.95680632,216,68,18,7,39,18,42.74489226,0,267,55
192,86,144,0.514466123,0.505417092,0.715049637,47.54009971,42.98930702,-31.14954746,9,35,16,36.30725112,14873,9,35,16,16,36.30725112,0,210,70,2,27,13,25,43.58030301,7.27305189,195,76,8,34,15,17,37.08739378,0.780142661,290,51
137,44,13,0.03524118,0.104971426,0.752567792,28.81166629,25.47093367,23.75383123,14,27,37,71.787034,14898,13,29,37,12,72.78076971,0.993735713,169,88,19,21,23,22,102.8312449,31.04421093,153,97,15,26,30,9,79.16598243,7.378948433,138,107
254,100,86,0.281865703,0.996599032,0.296963775,0,0,0,12,39,10,124.8724428,14896,15,31,15,12,132.581808,7.709365174,151,98,19,21,22,22,158.7824125,33.90996968,153,97,16,29,16,10,136.3545215,11.48207862,152,98
132,152,95,0.887156027,0.085018274,0.172720183,61.27270804,-28.05917189,15.32856381,18,7,32,110.2350326,14873,18,7,32,12,110.2350326,0,151,98,19,14,30,24,118.6999247,8.464892119,188,79,18,8,30,14,111.9855239,1.750491283,222,66
124,163,10,0.945334334,0.510956756,0.320749294,61.42055714,-41.50250666,61.69650231,18,7,36,75.65635799,14890,17,4,36,12,76.82297805,1.166620061,145,102,19,14,36,25,86.21662575,10.56026776,196,75,18,7,36,15,75.65635799,0,232,64
37,226,84,0.419179329,0.766901236,0.709999213,81.5410554,-77.16248345,52.70227988,15,16,38,31.84854313,14865,0,20,22,21,44.1939503,12.34540717,71,209,0,20,22,21,44.1939503,12.34540717,132,112,8,21,27,7,43.27705062,11.4285075,122,121
24,186,13,0.933784972,0.355709724,0.694615873,69.95113922,-72.33495352,65.87998652,18,7,38,121.4854849,14870,17,3,38,13,123.409407,1.923922111,160,92,19,14,36,25,130.9685295,9.483044593,197,75,18,7,38,17,121.4854849,0,255,58
199,167,170,0.268189476,0.481679335,0.033970909,70.455263,2.815061715,-12.95945403,10,37,11,14.38957967,14883,11,36,13,14,15.20116256,0.811582894,188,79,17,26,18,28,40.83888392,26.44930426,250,59,12,31,12,13,20.90933265,6.519752986,210,70
148,230,76,0.228154217,0.60242056,0.500198603,84.32115342,-67.01502577,58.33743035,16,22,39,23.22921661,14880,15,23,37,11,23.88138747,0.652170868,140,106,10,33,35,23,34.75020068,11.52098407,202,73,16,22,35,14,25.93283591,2.703619305,234,63
177,47,93,0.938306175,0.425358285,0.921854879,37.14239039,48.9071167,-16.91905875,13,8,34,56.82947018,14879,13,8,33,11,57.03276659,0.203296409,159,93,13,8,34,29,56.82947018,0,284,52,13,8,32,13,56.94804357,0.118573387,218,68
254,30,62,0.079753188,0.18640417,0.799028766,49.85197336,60.68872865,29.33601288,11,35,35,85.03559561,14866,12,32,35,9,85.35250501,0.316909401,107,138,19,21,22,22,115.4284299,30.3928343,154,96,15,25,25,6,105.3347442,20.29914861,109,136
142,178,139,0.344579328,0.879234861,0.7625001,67.29953171,-29.66931426,0.223890657,12,36,18,42.62077365,14885,12,37,15,11,44.08124512,1.46047147,130,114,19,21,22,22,68.2280496,25.60727595,151,98,16,29,16,10,50.59207033,7.971296679,154,96
70,90,40,0.036488534,0.204534505,0.626800704,33.95162596,-15.28199304,10.97886233,12,31,35,47.45672133,14879,12,31,35,11,47.45672133,0,135,110,14,27,36,25,48.41984351,0.963122179,226,65,13,29,31,11,50.48682571,3.03010438,178,83
204,156,132,0.859693205,0.861842256,0.558036404,63.77035073,6.970242058,4.707537997,3,29,9,32.4386517,14876,5,23,13,14,33.06253144,0.623879737,187,79,3,26,13,28,34.27660933,1.837957628,233,63,7,21,15,8,33.99433684,1.555685132,140,106
110,96,243,0.539658338,0.926507664,0.657821252,49.07495801,63.57564496,-87.80179654,12,39,10,111.4878746,14880,12,39,10,11,111.4878746,0,129,115,17,26,18,27,143.5489468,32.06107224,235,63,14,34,13,15,118.6103712,7.122496617,223,66
235,255,207,0.493843941,0.261545678,0.625629174,0,0,0,12,7,34,84.34137702,14870,13,9,36,10,85.05469075,0.713313733,125,118,12,8,35,25,84.64972607,0.308349052,242,61,12,8,33,13,84.49460115,0.15322413,220,67
212,117,37,0.740569814,0.618221678,1.009523949,51.7069402,21.60803841,42.9608554,16,21,38,62.99752786,14882,0,20,22,21,75.45422493,12.45669707,71,209,0,20,22,21,75.45422493,12.45669707,9876,1,8,21,25,4,74.51327776,11.5157499,76,195
182,135,80,0.785327714,0.333604633,1.079072713,52.72990879,-1.876731609,25.36496056,17,3,38,60.90890159,15026,17,3,38,15,60.90890159,0,184,81,19,14,39,26,67.63953293,6.730631333,205,73,18,7,39,18,61.21511121,0.306209612,269,55
70,101,101,0.084129121,0.341722405,0.644120038,40.65435476,-9.496592294,-17.77366041,11,36,26,39.32244814,14976,12,33,26,12,41.35677317,2.034325029,168,89,16,26,22,27,57.82096989,18.49852175,240,62,14,28,26,11,50.88211752,11.55966938,178,84
181,53,71,0.25478416,0.315950857,0.626919312,35.82980887,42.87384009,2.401317822,11,35,34,45.53183679,14943,0,20,22,21,73.68891112,28.15707433,71,210,0,20,22,21,73.68891112,28.15707433,137,109,8,24,26,6,68.38564025,22.85380347,103,145
77,169,23,0.842642657,0.37466909,0.489055068,63.17309071,-59.48820879,57.94042133,18,7,37,92.65412906,14947,18,7,37,16,92.65412906,0,170,87,19,14,36,25,103.6264123,10.97228325,195,76,18,7,37,16,92.65412906,0,246,60
17,115,47,0.59254854,0.181033428,0.60921516,41.66554171,-42.4197935,24.40906362,17,3,38,79.38175181,14955,17,3,38,13,79.38175181,0,162,92,19,14,36,25,91.61251004,12.23075823,197,75,18,7,36,15,79.78606995,0.404318141,235,63
44,99,76,0.237483768,0.364148864,0.099709006,35.5963381,-19.82874301,-5.82626689,3,31,7,33.71395792,14968,5,30,10,19,34.12427317,0.410315252,301,49,9,26,15,27,39.15792995,5.443972031,301,49,8,26,15,9,37.42585039,3.711892471,156,95
182,3,226,0.739052883,0.30649586,0.490343753,43.42624075,81.75892091,-89.6902971,11,19,12,49.37558425,14950,12,18,13,11,50.35238788,0.976803627,163,91,11,20,11,23,49.56677065,0.1911864,218,68,13,20,15,9,54.4438167,5.068232445,153,97
67,223,179,0.265485954,0.850013628,0.484660643,80.34803533,-49.65981654,-3.000208076,12,37,15,23.95118286,14957,15,31,15,12,30.73921054,6.788027677,151,99,18,24,19,25,43.56509293,19.61391006,202,74,14,32,14,14,29.21398595,5.262803087,211,70
9,156,146,0.71008621,0.814046276,0.568440469,57.34238761,-28.27602241,-18.2303129,5,27,8,46.27877651,14925,10,17,16,8,47.82600734,1.54723083,119,125,11,17,16,27,47.99771757,1.718941068,279,53,10,16,16,7,47.56831873,1.28954222,118,126
85,212,103,0.636795345,0.996928853,1.030837679,75.05456416,-63.98760453,32.98927815,12,16,34,37.42466862,14930,0,20,22,21,39.09926472,1.674596104,71,210,0,20,22,21,39.09926472,1.674596104,133,112,5,20,28,8,39.00153524,1.576866621,141,105
100,111,238,0.378892991,0.835773215,0.517603406,53.7340011,50.40839972,-79.76896362,12,39,10,103.3990393,14984,14,34,13,11,110.212331,6.813291735,143,104,18,24,19,26,143.843496,40.4444567,220,68,15,31,15,12,118.2576334,14.85859412,181,82
1,158,35,0.786632952,0.87475437,0.407536918,58.89092967,-58.67805731,46.11170319,12,10,30,56.74585639,14929,2,18,24,12,61.77374875,5.02789236,161,92,1,20,22,23,61.70658128,4.960724892,171,87,10,12,29,10,57.95599089,1.210134498,175,85
63,238,9,0.168819262,0.240643933,0.517501691,87.36340417,-86.17067242,85.41795013,18,7,39,51.47656572,14909,19,14,39,11,57.92357246,6.447006741,134,111,19,14,41,26,57.61299368,6.136427959,199,74,18,7,39,18,51.47656572,0,273,54
228,143,85,0.859804059,0.968131638,0.64430286,62.84804357,15.30860269,30.23939444,8,34,24,41.28184478,14931,8,32,25,16,41.60365721,0.321812435,215,69,2,27,13,24,44.43251168,3.150666904,181,82,6,24,25,5,44.36139856,3.079553786,88,169
193,40,73,0.659073622,0.950670333,0.773437069,37.25270184,50.01136091,-0.176478079,12,39,10,85.2994276,14944,12,39,10,11,85.2994276,0,139,107,10,38,7,23,90.71874493,5.419317329,201,74,15,28,18,9,100.1668782,14.86745062,158,94
231,253,170,0.313865187,0.136365769,0.728017612,95.81603789,-38.18724968,27.74833665,18,7,39,17.51385857,14935,17,3,38,15,20.6807825,3.16692393,181,82,19,14,37,25,29.89251628,12.37865771,196,76,18,7,39,18,17.51385857,0,268,55
71,49,0,0.582552157,0.903303683,0.468497592,20.04389707,4.135521291,2.382070242,11,37,15,85.09754171,14989,10,37,13,18,85.30990084,0.212359126,136,110,10,38,12,25,85.29695127,0.199409559,236,63,10,37,13,18,85.30990084,0.212359126,299,50
209,16,26,0.907399636,0.448365661,0.68212934,39.23303036,53.38697101,30.5359906,13,7,34,56.70773724,14954,13,8,35,28,56.9950595,0.287322259,145,103,13,8,35,28,56.9950595,0.287322259,294,50,13,10,34,13,57.24865053,0.540913288,224,66
157,115,54,0.874653824,0.309203485,0.486569647,47.56586357,0.618619844,27.06835776,18,7,34,66.84485255,14946,17,3,39,13,66.87951945,0.0346669,163,91,19,14,35,25,75.50181581,8.656963266,201,74,18,7,34,15,66.84485255,0,234,63
181,42,162,0.668479774,0.168192544,0.359490525,39.52989664,63.06962734,-54.77542716,15,13,18,50.60562976,14914,14,13,19,15,51.45446565,0.848835888,194,76,16,11,20,35,53.20021452,2.594584764,358,41,15,13,18,8,50.60562976,0,138,108
159,92,220,0.705108062,0.131705411,0.164905877,51.82024798,61.95375089,-83.06853796,15,12,18,64.94561185,14932,16,12,19,12,67.45399143,2.508379579,163,91,17,12,21,27,73.4123074,8.466695541,246,60,15,12,18,9,64.94561185,0,149,100
52,103,243,0.115002058,0.022399021,1.081543991,49.44148197,57.16971754,-87.16985867,11,26,34,1.986735549,14911,11,25,33,9,2.338284089,0.351548539,127,117,10,25,34,26,9.332555789,7.34582024,268,55,11,25,28,8,7.005276647,5.018541097,138,108
64,25,14,0.101253751,0.911807109,0.152951001,15.72164934,9.140727761,-2.228415181,12,39,10,130.868804,14921,15,31,15,12,137.5868176,6.718013675,147,101,19,21,22,22,166.4785823,35.60977832,154,96,16,29,16,10,141.1034449,10.23464096,151,98
191,14,100,0.404671576,0.96103597,0.902716087,40.32827931,54.58334684,-14.44896993,12,39,10,111.8130402,14911,12,39,10,11,111.8130402,0,128,116,19,21,22,22,150.1448072,38.33176694,151,98,16,29,16,10,123.7751685,11.9621283,154,96
7,192,41,0.473143995,0.92030646,0.43528541,70.73280989,-71.16227478,61.90401964,8,31,33,31.2982577,14914,0,20,22,21,35.38627328,4.088015579,72,207,0,20,22,21,35.38627328,4.088015579,132,112,8,29,30,12,31.75704375,0.458786052,203,73
140,51,224,0.697051024,0.189853092,0.240337145,43.01081468,78.54177936,-98.25721607,13,16,15,64.64608052,14929,13,16,15,12,64.64608052,0,163,91,16,20,20,30,81.69187886,17.04579834,308,48,15,17,17,6,74.79329136,10.14721084,109,136
162,236,255,0.535139358,0.525179207,0.522441186,91.09384327,-12.22744193,-15.35544264,14,12,20,6.964053224,14935,14,12,20,9,6.964053224,0,171,87,15,13,22,32,11.99100391,5.026950688,328,45,14,12,20,9,6.964053224,0,168,88
57,195,216,0.398989153,0.508605707,0.611179271,74.65431222,-19.22842971,-42.03552189,8,22,12,12.38925904,14922,11,18,14,12,14.40624627,2.016987236,170,87,13,16,15,26,18.72069518,6.331436141,273,54,10,19,14,9,12.92047777,0.531218735,162,92
186,223,194,0.502994795,0.826135794,0.971725396,84.07498781,-25.72563891,-7.763660748,10,35,23,15.25611023,15215,10,35,23,9,15.25611023,0,135,112,10,35,22,23,15.31815136,0.062041138,237,64,12,29,23,10,19.79179344,4.535683218,175,86
83,130,85,0.608220474,0.444696888,0.387640429,51.0247802,-31.14624532,5.206699249,15,8,27,57.58896787,15082,16,8,26,11,57.84862573,0.25965786,156,96,14,8,27,35,58.43883783,0.849869965,363,41,15,8,26,13,57.89545588,0.306488014,221,68
90,82,70,0.619090094,0.1220837,0.62119863,34.05567047,-8.133351111,-0.152609137,17,4,35,72.53099328,15070,17,4,35,15,72.53099328,0,197,76,19,14,35,29,82.98630894,10.45531566,251,60,18,7,34,15,73.01022002,0.479226736,234,64
140,247,238,0.404873449,0.1453053,0.719527884,91.45328955,-31.30922741,-14.73570767,18,7,32,22.50331492,15104,18,8,30,10,24.11402136,1.610706446,131,115,19,14,29,24,37.72100013,15.21768521,187,80,18,7,32,15,22.50331492,0,231,65
188,41,143,0.548764899,0.850478397,0.380651087,38.47217173,59.12299232,-44.70587793,12,39,10,89.22489847,15400,12,39,10,11,89.22489847,0,130,118,17,26,18,28,120.879329,31.65443056,246,62,13,33,13,14,98.54852106,9.323622588,234,65
118,61,218,0.810464472,0.697689551,0.671686818,42.71046178,72.90866818,-98.7750659,6,34,2,70.72150029,15053,8,35,5,16,71.94499408,1.223493786,214,70,3,27,12,26,110.5569677,39.83546741,218,69,11,33,10,15,79.6844855,8.962985202,249,60
13,166,223,0.177384448,0.460494037,0.209640028,63.79895837,3.90109222,-61.03142963,9,36,5,30.38879104,15092,10,38,7,20,30.85470184,0.465910802,299,50,17,26,18,27,73.08792461,42.69913357,237,63,11,35,9,16,33.65098892,3.262197883,256,58
206,21,13,0.323063939,0.825705318,0.646137036,37.89621915,52.33342154,29.94389592,14,34,13,117.5752935,15110,12,39,10,11,117.9147993,0.339505779,132,114,19,21,22,22,146.4700907,28.89479711,152,99,16,26,22,8,136.1323742,18.55708063,131,115
22,22,118,0.502422822,0.505591659,0.904073954,21.33847721,43.00706236,-62.76211682,5,34,4,60.4625765,15076,5,34,4,18,60.4625765,0,489,30,2,27,13,25,71.06259821,10.60002171,195,77,8,28,11,13,63.42108351,2.958507018,221,68
204,208,172,0.155798366,0.084718247,0.557435471,83.7047612,-17.60085153,1.062264062,16,15,37,1.708488942,15551,16,15,38,12,2.945230145,1.236741203,171,90,19,17,31,26,15.0763609,13.36787196,223,69,17,16,33,12,4.072855764,2.364366822,205,75
179,75,160,0.353478318,0.910048615,0.617675112,43.63910831,51.92477978,-47.20795987,12,39,10,109.8401757,15114,14,34,13,12,114.0533442,4.21316848,154,98,19,21,22,22,157.1758887,47.33571306,155,97,16,29,16,10,126.8528215,17.01264578,154,98
118,235,44,0.409927957,0.076389084,0.710342828,85.51656872,-78.4309753,78.30653066,18,7,39,104.8077614,14951,17,3,38,14,107.343995,2.536233532,178,83,19,14,37,25,115.4203395,10.61257811,198,75,18,7,39,18,104.8077614,0,268,55
135,239,2,0.34734764,0.92679931,0.897209506,85.73822682,-74.59013809,82.67284084,18,18,40,57.50062578,15402,13,29,36,12,64.49957915,6.998953374,165,93,10,36,35,22,69.10904811,11.60842233,181,85,15,25,36,15,62.15737233,4.656746549,226,68
109,13,237,0.149307848,0.145799153,1.00884452,41.31924104,91.70253326,-101.1737223,11,37,8,29.7495957,15607,10,38,7,24,30.55096001,0.80136431,368,42,2,27,13,24,78.46314844,48.71355273,192,81,9,21,21,2,89.39948656,59.64989086,45,346
204,6,1,0.415072514,0.849446015,0.352276466,39.53833199,52.97138448,38.31052967,12,39,10,106.1403738,15324,12,39,10,10,106.1403738,0,126,121,19,21,22,22,136.6145292,30.47415535,157,97,16,26,22,8,123.967559,17.8271852,136,112
150,198,124,0.1081135,0.044707765,0.832891834,73.68482706,-43.87708123,21.40700533,19,14,41,30.7183132,15574,19,14,41,12,30.7183132,0,148,105,19,14,40,26,31.09568984,0.377376641,197,79,18,12,39,18,31.66502351,0.946710307,282,55
8,188,254,0.227113663,0.250973132,1.024674654,0,0,0,12,24,35,85.34711273,15351,0,20,22,21,90.18309244,4.835979708,76,201,0,20,22,21,90.18309244,4.835979708,135,113,11,22,34,14,86.09275492,0.745642185,247,62
255,19,1,0.795425197,0.583836545,0.847100973,0,0,0,10,9,32,95.43447395,15000,0,20,21,8,98.46614443,3.031670479,98,153,1,20,22,22,98.54468267,3.110208722,162,92,8,19,24,3,98.5901187,3.155644743,56,267
236,133,180,0.317490983,0.309349757,1.067149547,64.79553973,37.44043506,-26.94037093,12,32,36,17.81517875,15055,0,20,22,21,45.48209202,27.66691326,75,200,0,20,22,21,45.48209202,27.66691326,133,113,13,30,33,12,19.18884752,1.373668766,196,76
61,78,90,0.209341679,0.511665973,0.77171765,30.02235133,-1.915147704,-22.25399343,11,38,19,60.32398976,15007,12,34,21,9,62.12783646,1.803846699,132,113,11,37,21,25,61.14079162,0.816801867,220,68,13,32,22,13,64.21593311,3.891943356,211,71
159,138,73,0.86534342,0.972511461,0.724387259,53.12960576,-11.2062407,27.18302558,1,21,20,46.31106808,15107,0,20,21,8,46.48349706,0.17242898,98,154,0,20,22,21,46.52821296,0.217144883,134,112,3,24,24,10,46.6472761,0.336208024,181,83
42,210,5,0.430349464,0.319765358,0.87051874,75.6654568,-75.7926308,74.53865359,18,7,39,77.11581384,15007,17,3,38,13,78.29441797,1.178604137,175,85,19,14,41,28,86.3924832,9.276669365,232,64,18,7,39,18,77.11581384,0,278,53
31,0,211,0.520204842,0.797710466,0.158437456,34.15928425,87.7687528,-113.5184754,12,39,10,149.1550435,15015,13,36,12,15,152.9396696,3.784626101,204,73,17,26,18,27,184.0727501,34.91770655,241,62,12,39,10,20,149.1550435,0,302,49
202,253,29,0.564340753,0.824166655,0.230396396,0,0,0,8,34,9,98.3552605,15426,8,34,9,13,98.3552605,0,198,77,8,36,7,23,99.16865206,0.813391567,204,75,8,34,10,15,98.82001278,0.464752283,279,55
161,8,237,0.384761104,0.090241607,0.065190434,44.00981795,88.09056811,-96.53479664,11,20,11,37.33070716,16119,11,20,11,10,37.33070716,0,143,112,13,23,15,30,48.39307043,11.06236327,324,49,12,20,13,15,40.96423758,3.633530424,250,64
79,51,118,0.667602162,0.043473697,0.651926222,25.07576362,30.97915593,-51.49370981,18,8,24,77.79386688,16066,18,8,24,13,77.79386688,0,217,74,18,8,23,25,78.09184004,0.297973156,217,74,18,8,24,13,77.79386688,0,212,75
6,41,166,0.173177985,0.569484907,0.819632673,25.84753245,57.23445835,-83.97556287,12,39,10,101.8025523,15204,12,39,10,11,101.8025523,0,135,112,18,24,19,26,145.9405195,44.13796728,221,68,15,27,16,8,132.0824534,30.27990112,149,102
71,148,71,0.615691334,0.921246699,0.755340469,57.50645429,-44.21980808,21.52525959,3,27,27,40.80938813,15203,0,20,22,21,41.11402143,0.304633307,74,205,0,20,22,21,41.11402143,0.304633307,133,114,3,26,24,8,41.10555787,0.296169742,149,102
73,159,234,0.38416699,0.141225223,0.531708285,63.93761887,16.45837249,-62.17651919,15,12,19,29.4410799,15199,15,10,21,9,31.33889542,1.897815526,115,132,15,10,22,27,33.53028322,4.08920332,239,63,15,12,19,9,29.4410799,0,157,96
243,234,139,0.782700906,0.034303451,0.923043045,88.93902291,-26.43068437,39.98707389,18,7,38,107.7182172,15520,18,7,38,15,107.7182172,0,198,78,19,14,36,25,114.1018571,6.383639887,198,78,18,7,36,16,107.8360957,0.117878551,253,61
97,202,90,0.592096213,0.237577443,0.538218255,74.58778739,-63.4448568,38.77213582,18,7,36,72.21874132,15181,17,3,38,14,72.94530211,0.726560795,184,82,19,14,36,25,85.98579473,13.76705342,198,76,18,7,36,15,72.21874132,0,237,64
