BinL,BinA,BinB,MeasuredL,MeasuredA,MeasuredB,MeasuredX,MeasuredY,MeasuredZ,R,G,B,OldR,OldG,OldB,Empty
75,0,0,72.13147276,-8.640202079,-18.28535923,0.389,0.43855,0.67145,165,174,177,183,183,183,
75,-20,70,71.37814659,-37.59451722,68.79471208,0.2963,0.4274,0.07465,167,182,29,183,191,41,
80,-15,20,78.12231863,-29.37932521,8.385592169,0.4052,0.5342,0.49605,166,196,150,183,204,159,
80,-20,35,77.66196885,-37.01924001,27.73496388,0.3749,0.5264,0.32565,166,198,122,183,206,131,
80,-30,80,77.59668262,-46.27588864,78.20336523,0.3464,0.5253,0.0783,167,202,0,183,210,0,
100,-5,30,78.60437634,-48.46717199,79.62332152,0.3527,0.54245,0.0792,255,250,187,183,213,3,
85,-25,30,83.96837282,-42.05866456,20.9613325,0.447,0.64005,0.4723,166,215,145,183,223,153,
85,-30,45,83.87717977,-48.69293192,39.74337461,0.4232,0.6383,0.3163,165,217,114,183,225,124,
100,-5,30,85.3015442,-57.36026325,85.78053428,0.41485,0.666,0.09555,255,250,187,183,233,3,
90,-35,40,90.42048026,-53.89120944,33.42782052,0.5044,0.77215,0.45985,164,236,139,183,242,146,
100,-5,30,92.47546159,-67.9382151,93.2746918,0.48525,0.81775,0.11215,255,250,187,183,253,1,
40,70,-10,36.65899745,50.96233407,-19.62219405,0.16325,0.09355,0.1832,175,0,106,184,0,112,
40,75,-25,35.7036073,61.35079612,-39.05400216,0.17455,0.08855,0.28675,183,0,139,184,0,136,
100,-5,30,40.6786595,72.73903983,-70.65600548,0.2423,0.11665,0.6497,255,250,187,184,2,190,
100,-5,30,35.95539884,58.16034507,-32.85020604,0.1707,0.08985,0.24975,255,250,187,184,6,128,
40,60,40,32.41383208,44.88122428,22.93112209,0.12395,0.0727,0.0302,169,17,21,184,32,37,
40,60,35,33.15709481,44.34286338,20.74033918,0.1279,0.0761,0.0357,169,16,29,184,32,45,
50,80,-70,48.01973818,88.91400969,-89.62114106,0.3693,0.1681,1.0888,165,34,236,184,47,240,
45,60,-15,38.30507812,55.28144011,-33.97733791,0.1842,0.1026,0.2828,169,41,120,184,55,132,
45,55,0,37.14239039,48.9071167,-16.91905875,0.1633,0.09615,0.17405,169,47,95,184,61,108,
50,70,-55,45.90691825,76.35850891,-82.13372946,0.30735,0.152,0.91695,166,49,207,184,62,213,
45,50,20,35.82980887,42.87384009,2.401317822,0.14355,0.0892,0.0895,169,52,64,184,66,77,
45,45,60,36.48013998,34.86860657,36.67759408,0.1353,0.0926,0.0212,186,67,0,184,70,0,
45,45,55,37.32598967,34.11707011,36.77478591,0.13985,0.09715,0.02285,169,57,2,184,70,10,
100,-5,30,37.87830152,31.76787059,33.3720242,0.1399,0.1002,0.0287,255,250,187,184,74,8,
50,35,35,40.53251706,27.25204817,21.93687505,0.1512,0.11575,0.05865,169,80,48,184,93,63,
55,55,-45,51.03057068,60.75732032,-70.97118631,0.3251,0.19295,0.88345,167,81,202,184,93,209,
55,30,10,46.45193709,25.13288995,-9.318962897,0.19385,0.15605,0.21795,168,98,105,184,110,115,
55,25,30,45.80492973,17.59334708,15.34218456,0.17415,0.15125,0.1033,169,101,67,184,113,82,
55,20,65,48.01339017,9.85672579,46.38454029,0.17745,0.16805,0.03565,181,112,0,184,116,0,
55,20,60,47.79680425,9.550224956,47.07567657,0.17515,0.16635,0.0339,169,103,10,184,116,18,
60,15,30,52.49227836,5.41318876,19.79678388,0.2066,0.20585,0.12925,168,121,82,184,133,93,
60,10,55,52.43677855,-1.348667278,46.01762823,0.1925,0.20535,0.05075,169,123,27,184,135,45,
65,30,-30,61.18547303,34.01643976,-56.90735664,0.37495,0.2946,0.9333,167,128,205,184,139,211,
65,20,-10,60.22154855,16.45333443,-30.76224441,0.3122,0.2837,0.58055,168,134,166,184,145,175,
65,10,15,58.53674201,1.462438485,-0.028372074,0.2556,0.2653,0.28905,168,139,121,184,149,130,
100,-5,30,58.03704987,-12.44854486,58.80996657,0.2193,0.26,0.0444,255,250,187,184,151,7,
70,20,-25,67.04380242,22.08208724,-51.72343376,0.4173,0.3669,1.00765,166,149,210,184,159,216,
70,10,-5,66.0163903,3.982519893,-24.65802604,0.3474,0.35345,0.6233,167,154,171,184,164,179,
70,0,20,65.09332932,-12.49983685,6.442454465,0.2911,0.34165,0.3229,167,158,124,184,168,134,
70,-10,65,64.99430933,-26.75115346,58.56299164,0.2547,0.3404,0.07255,169,162,16,184,172,43,
75,10,-20,73.35044557,8.63297979,-45.46262005,0.4642,0.457,1.0809,166,169,214,184,179,220,
75,5,-10,72.76991203,0.158116995,-32.8858318,0.42645,0.44815,0.8749,166,172,196,184,181,202,
75,-15,45,72.03087746,-32.27105389,40.48683836,0.31815,0.43705,0.1876,167,180,89,184,189,99,
80,-25,55,77.73900815,-45.84418121,54.03990203,0.34945,0.5277,0.16945,167,199,78,184,208,91,
85,-5,-15,84.75098146,-5.521725543,-26.29141128,0.59925,0.6552,1.0888,165,207,236,184,215,240,
85,-15,5,84.28236547,-23.65694407,-15.11046626,0.51865,0.6461,0.9045,165,212,196,184,219,201,
85,-35,70,83.71261135,-58.36813365,68.56631924,0.3896,0.63515,0.15025,167,219,55,184,227,68,
90,-40,60,90.13025999,-66.26954867,58.93409085,0.45515,0.76585,0.2598,166,237,92,184,244,105,
90,-45,85,90.11177965,-64.93337412,87.61029215,0.45955,0.76545,0.11795,166,239,11,184,246,29,
45,80,-55,42.69536329,72.76731946,-75.45988876,0.26285,0.12955,0.75035,168,0,194,185,0,199,
100,-5,30,38.43707932,64.53367047,-53.30997932,0.2036,0.10335,0.4338,255,250,187,185,4,159,
40,65,10,33.32874909,50.87382785,-5.813879062,0.1391,0.0769,0.1021,170,2,70,185,18,82,
40,60,50,32.35827335,44.9159687,18.88843162,0.12365,0.07245,0.0365,170,16,6,185,31,19,
40,60,45,32.81014301,44.32694425,22.8881196,0.12565,0.0745,0.0313,170,15,15,185,32,29,
45,65,-25,38.47217173,59.12299232,-44.70587793,0.19305,0.10355,0.36255,170,33,139,185,48,148,
45,50,25,35.64515207,41.89577885,3.682997574,0.1407,0.08825,0.08465,171,51,54,185,65,70,
50,50,-15,42.80841319,46.18072489,-35.63082376,0.2046,0.1303,0.35015,169,69,135,185,82,144,
55,65,-60,51.97824564,76.13171647,-82.79612821,0.38245,0.20125,1.0888,167,72,231,185,85,237,
50,40,15,40.88039333,34.20635666,-5.579552524,0.1658,0.1179,0.15155,170,76,82,185,89,96,
50,35,40,40.32007895,25.05613228,19.89107804,0.14605,0.11445,0.06265,170,80,41,185,93,55,
55,50,-35,49.97173715,52.09953431,-59.48141213,0.2896,0.18395,0.70745,168,85,185,185,97,192,
55,45,-25,49.03807789,44.59969097,-48.23614785,0.26085,0.17625,0.56135,169,88,167,185,101,174,
55,40,-15,48.36067813,38.15897365,-36.78041725,0.23895,0.1708,0.43895,168,92,149,185,104,157,
100,-5,30,44.39027313,13.40241522,39.16551518,0.1559,0.1411,0.0373,255,250,187,185,105,5,
60,50,-50,56.76229259,59.96122896,-74.54777139,0.39645,0.2468,1.0888,166,101,229,185,112,233,
55,25,35,46.09640278,15.54660752,18.24751721,0.1727,0.1534,0.09535,170,101,62,185,113,73,
60,25,0,52.70236173,20.16952684,-20.22839738,0.2406,0.20775,0.363,169,116,135,185,127,144,
60,20,15,52.07381557,10.81168301,-2.165083396,0.2141,0.2021,0.23245,170,119,109,185,130,118,
60,10,65,53.00963618,-3.792460244,48.84858113,0.19255,0.21055,0.04695,170,123,2,185,135,7,
60,10,60,52.80692332,-3.811063214,49.20322536,0.1908,0.2087,0.04555,170,123,3,185,135,32,
65,25,-20,60.81691468,22.47505795,-42.715971,0.3361,0.2904,0.7314,167,131,186,185,142,192,
65,5,35,58.34426106,-7.694278376,22.72692688,0.2326,0.26325,0.1596,169,141,85,185,151,95,
65,0,60,58.634946,-15.04899237,50.89752701,0.21925,0.26635,0.06405,169,143,29,185,154,44,
70,15,-15,66.65722928,10.72445812,-37.97490185,0.37585,0.3618,0.8002,168,151,190,185,162,197,
70,-5,40,64.79155436,-19.79112776,32.09898592,0.2694,0.33785,0.16765,169,160,83,185,170,97,
75,-5,15,72.00065399,-18.71705169,1.468541282,0.3565,0.4366,0.4617,168,176,148,185,185,156,
75,-10,30,71.8155023,-27.03157997,21.4512263,0.33015,0.43385,0.2987,169,178,118,185,187,128,
75,-20,75,71.65327493,-36.41316949,68.41896818,0.30255,0.43145,0.077,169,182,0,185,191,16,
80,-10,10,78.13112745,-22.71135626,-6.569466054,0.42725,0.53435,0.65535,168,194,171,185,202,178,
85,-10,-5,84.30305611,-14.64130098,-27.06369636,0.5541,0.6465,1.0888,166,210,215,185,217,220,
85,-30,50,84.21506185,-51.00834389,47.68596529,0.42035,0.6448,0.26645,168,217,103,185,225,114,
90,-25,15,90.62452709,-36.64071069,-1.308751726,0.57525,0.7766,0.86375,166,232,189,185,239,196,
90,-45,90,90.22487085,-64.42704875,89.70188615,0.46305,0.7679,0.11105,178,249,0,185,246,0,
40,70,-5,36.38551277,50.05408276,-14.77940937,0.1596,0.0921,0.158,179,0,97,186,0,105,
100,-5,30,34.1799557,47.96038707,8.835084013,0.1403,0.08095,0.0638,255,250,187,186,7,67,
40,65,15,34.28305843,48.29844603,5.315619368,0.14155,0.08145,0.07335,171,2,61,186,16,75,
45,75,-45,40.36924534,70.23179855,-65.07411618,0.2336,0.11475,0.58145,169,13,174,186,28,182,
40,60,55,33.55224809,43.30566287,30.42975961,0.1289,0.07795,0.02265,176,18,0,186,31,0,
45,70,-35,39.89032719,64.31817547,-54.02415545,0.2162,0.11185,0.4629,170,24,157,186,39,165,
45,55,5,36.89250085,46.653559,-11.22091821,0.1575,0.0948,0.1462,171,46,88,186,60,100,
50,65,-45,45.1371254,67.14636952,-68.46341152,0.2749,0.1464,0.7154,169,54,188,186,67,195,
50,60,-35,44.95562567,58.33056341,-55.84421016,0.25165,0.1451,0.56735,170,59,170,186,73,178,
50,55,-25,43.93024842,52.31418859,-45.13369045,0.2279,0.1379,0.44535,170,64,152,186,77,161,
50,45,0,42.61975408,39.32991134,-17.94008128,0.1893,0.12905,0.2294,171,72,108,186,85,120,
50,35,45,41.41410136,24.64144932,32.83736484,0.1532,0.12125,0.0394,171,79,33,186,92,46,
55,35,0,47.57230127,28.49992998,-17.59196404,0.2105,0.1646,0.2801,171,95,120,186,107,132,
55,30,15,46.51856675,23.26834579,-2.280348059,0.19075,0.15655,0.1815,171,98,93,186,110,107,
60,15,35,52.13551224,4.579793074,24.62335454,0.20175,0.20265,0.10895,170,121,73,186,132,84,
65,40,-45,62.32571629,49.21752413,-64.95566157,0.4401,0.30785,1.0888,168,122,234,186,133,238,
65,15,5,59.04830292,7.64485543,-13.46435685,0.27605,0.2708,0.3968,170,136,138,186,147,148,
65,10,20,58.85380441,-0.24127686,7.196154183,0.2548,0.2687,0.2463,171,138,109,186,149,122,
65,0,70,59.45715587,-14.0905187,60.29015461,0.22905,0.27525,0.0463,175,146,0,186,153,0,
65,0,65,59.6622035,-14.7707086,60.76955688,0.2295,0.2775,0.04605,170,143,15,186,154,29,
70,5,10,65.67463519,-5.620733854,-4.435413974,0.3161,0.34905,0.4171,170,156,142,186,166,152,
70,0,25,65.5692031,-13.33966855,14.5211419,0.29425,0.3477,0.273,170,158,115,186,168,125,
70,-10,70,65.51442714,-24.43806587,66.34183383,0.26565,0.347,0.0556,170,162,0,186,172,24,
75,-15,50,72.13817096,-31.89893006,50.24100126,0.32045,0.43865,0.14325,170,180,76,186,189,90,
75,-20,80,71.9098588,-36.39442635,73.86635325,0.30555,0.43525,0.06385,184,195,0,186,191,0,
80,10,-30,79.9597352,15.26132871,-34.55218069,0.5998,0.5661,1.0888,166,185,251,186,193,254,
80,-20,40,78.20153879,-37.59274773,32.87627019,0.3803,0.53555,0.29585,169,197,111,186,206,121,
80,-25,60,77.96936959,-45.08602575,61.86941911,0.3546,0.5316,0.1367,169,199,65,186,208,80,
85,-20,20,84.3547454,-35.14344631,7.342591627,0.47725,0.6475,0.619,169,213,164,186,221,172,
85,-35,75,84.05160398,-56.74076507,78.10049193,0.3994,0.64165,0.1145,169,219,41,186,227,54,
90,-10,-15,91.22071572,-9.691068655,-15.13669704,0.7043,0.7897,1.0888,166,226,252,186,233,254,
90,-20,5,90.67484542,-28.41275589,-15.2416403,0.6104,0.7777,1.0752,167,230,210,186,237,215,
90,-30,30,90.47558116,-47.05657898,19.74535204,0.5313,0.77335,0.5985,168,234,160,186,240,166,
90,-35,45,90.58790209,-56.04920053,40.26913482,0.49905,0.7758,0.4022,168,235,126,186,242,136,
90,-40,65,90.15565995,-66.46499729,65.96969069,0.45485,0.7664,0.2183,169,237,80,186,244,93,
100,-5,30,44.26160028,76.90571705,-80.75410215,0.2901,0.1402,0.8569,255,250,187,187,0,209,
100,-5,30,37.04086768,55.4238243,-24.96953674,0.17425,0.0956,0.21475,255,250,187,187,5,118,
40,65,20,35.19253268,46.26837646,8.506040774,0.1446,0.08595,0.06905,172,1,54,187,14,68,
50,85,-75,48.34183166,93.26403669,-89.06580748,0.387,0.17065,1.0888,168,20,246,187,34,249,
45,60,-10,38.15469678,53.34078077,-28.19437361,0.1793,0.10175,0.2445,171,40,114,187,54,124,
50,75,-60,46.48526968,81.68851601,-88.57741367,0.32885,0.1563,1.02965,169,41,217,187,54,222,
45,50,35,35.01322287,43.99148248,12.05770567,0.1397,0.08505,0.0595,173,51,34,187,65,54,
45,50,30,35.75221922,42.96072138,12.40772065,0.14315,0.0888,0.0617,172,51,43,187,65,62,
50,40,20,40.95266837,34.59517135,2.397340277,0.16705,0.11835,0.11965,171,76,76,187,89,88,
55,60,-50,51.26712397,66.95563783,-78.33611281,0.34565,0.195,0.99855,170,76,213,187,89,218,
50,35,55,41.86046458,25.12362389,35.80597464,0.1573,0.1241,0.0356,173,79,0,187,92,24,
50,35,50,41.08070628,27.93088361,32.79855942,0.15635,0.11915,0.03845,172,79,13,187,92,36,
55,25,40,46.15032934,16.97163526,26.24135979,0.17575,0.1538,0.0721,172,100,52,187,113,65,
60,45,-40,56.17779148,51.42997854,-67.75460321,0.3623,0.2409,0.9663,169,104,209,187,115,215,
60,40,-30,55.66480489,43.00882724,-55.43772605,0.33135,0.2358,0.78055,171,107,189,187,118,197,
60,35,-20,54.89162279,33.42994008,-42.49116669,0.2962,0.22825,0.60825,171,110,171,187,122,179,
60,30,-10,54.36489641,27.65192581,-29.79009344,0.2756,0.2232,0.4696,171,113,152,187,124,161,
100,-5,30,51.38764378,3.757037398,47.24226458,0.19365,0.19605,0.0446,255,250,187,187,127,11,
60,15,40,52.21946441,6.078935507,28.94446023,0.20555,0.2034,0.0949,172,121,64,187,132,75,
65,5,40,58.4288875,-5.92231089,30.99227422,0.2374,0.26415,0.1255,172,140,72,187,151,86,
70,30,-40,68.22280908,38.75610251,-54.7882602,0.49315,0.38275,1.0888,169,143,240,187,154,244,
70,-5,45,65.11310432,-17.73856699,36.34938029,0.27795,0.3419,0.1509,171,160,74,187,170,88,
70,-10,75,65.40857941,-23.30637489,65.21498897,0.2673,0.34565,0.05775,181,170,0,187,172,0,
75,20,-35,74.05524338,28.04247192,-44.73233899,0.5482,0.4679,1.0888,168,164,244,187,174,249,
75,0,5,72.45849421,-9.604953538,-11.83705403,0.3904,0.44345,0.6042,171,173,165,187,183,174,
80,5,-20,79.3226771,5.249420194,-35.65055673,0.54785,0.5549,1.0888,167,187,231,187,196,235,
80,0,-10,78.54038566,-3.326984474,-34.45987984,0.502,0.54135,1.04785,169,189,210,187,198,216,
80,-5,0,78.32158191,-11.91973643,-20.05150499,0.4673,0.5376,0.82965,169,191,190,187,200,197,
80,-15,25,78.13112745,-29.69611904,13.87780362,0.4043,0.53435,0.44495,170,195,140,187,204,150,
80,-25,65,77.65307154,-45.50793634,66.41351573,0.34935,0.52625,0.1169,171,199,53,187,208,68,
85,-25,35,83.87717977,-42.2463828,26.95408792,0.445,0.6383,0.41705,169,215,134,187,223,143,
90,-15,-5,90.67255925,-18.05217714,-16.08179439,0.6554,0.77765,1.0888,167,228,231,187,235,235,
40,70,0,35.76193066,51.3522219,-12.15610179,0.1572,0.08885,0.1419,182,0,90,188,0,97,
45,85,-60,43.26373189,79.88649632,-81.51424004,0.2867,0.13335,0.8436,182,0,214,188,0,208,
100,-5,30,34.3036283,47.45870324,14.00498219,0.14035,0.08155,0.05235,255,250,187,188,7,50,
40,65,25,34.05567047,48.62160548,11.07160232,0.1405,0.08035,0.05795,173,0,45,188,12,60,
45,65,-20,38.88116341,59.50132201,-38.52336984,0.1973,0.1059,0.32125,172,33,131,188,47,140,
45,55,10,36.82732783,49.69658303,-10.12829262,0.1623,0.09445,0.1411,173,45,81,188,60,93,
45,50,40,36.55559679,41.00700717,19.42493446,0.1456,0.093,0.0491,174,50,28,188,64,46,
55,70,-65,52.76293614,84.1680383,-81.44321355,0.41905,0.2083,1.0888,170,66,241,188,79,246,
50,50,-10,42.5287648,47.72746614,-30.97921899,0.2053,0.12845,0.31225,172,68,127,188,81,136,
50,45,5,41.72025289,40.8224351,-14.22958193,0.1847,0.1232,0.2003,173,72,98,188,85,112,
50,40,25,40.61380044,34.48213018,8.639780862,0.16425,0.11625,0.09585,173,76,68,188,89,80,
50,35,60,42.65002116,24.1422336,37.49833817,0.1615,0.12925,0.03505,177,81,0,188,92,0,
55,40,-10,48.44221889,37.2783474,-30.49766317,0.23775,0.17145,0.38645,173,91,137,188,104,149,
60,55,-55,57.30367683,68.55050038,-73.61435029,0.43225,0.25235,1.0888,170,96,238,188,108,242,
55,30,20,46.36510541,24.0832072,3.96811827,0.19105,0.1554,0.15115,173,97,87,188,110,99,
55,25,45,47.05310862,13.99587038,32.68878665,0.17745,0.1606,0.0598,173,100,41,188,113,56,
60,25,5,53.17312799,18.09653476,-12.47181055,0.2405,0.21205,0.31115,173,115,125,188,127,136,
60,20,20,52.79043472,10.74775304,6.703999539,0.22055,0.20855,0.1907,172,118,99,188,130,110,
65,35,-35,62.10458817,39.66261643,-63.26745099,0.4052,0.30525,1.05535,170,125,215,188,136,220,
65,20,-5,60.05100989,14.44081731,-24.56069257,0.3048,0.2818,0.51355,172,133,156,188,144,166,
65,5,45,58.72357508,-7.458023584,37.91101267,0.2368,0.2673,0.1023,173,140,64,188,151,77,
70,10,0,65.77590577,1.275345413,-17.2890232,0.3366,0.35035,0.5397,172,153,161,188,164,170,
70,-5,50,65.25914059,-20.16886608,47.5924557,0.27345,0.34375,0.10775,173,160,64,188,170,78,
75,15,-25,73.75269668,16.35461546,-45.25397124,0.49845,0.4632,1.0888,170,167,226,188,176,230,
75,-10,35,72.26524366,-26.08393008,28.94942347,0.33835,0.44055,0.2547,172,178,108,188,187,119,
75,-15,55,72.04094733,-32.27808827,56.90034866,0.31825,0.4372,0.1163,172,179,67,188,189,79,
85,-30,55,83.95275155,-51.27241935,55.38236388,0.41575,0.63975,0.2177,171,217,92,188,225,103,
85,-35,80,83.51335863,-54.57709009,86.02991531,0.3989,0.63135,0.0852,171,219,19,188,226,35,
95,-20,-5,97.20730557,-24.14372268,-4.814990401,0.75865,0.9295,1.0888,168,246,245,188,252,249,
95,-25,5,97.48674092,-33.77425935,-4.333205315,0.71805,0.9364,1.0888,168,248,224,188,254,229,
100,-5,30,36.36654625,40.34372986,31.21833529,0.1432,0.092,0.02805,255,250,187,189,0,3,
40,70,5,36.30005501,49.32340476,-2.294054418,0.1577,0.09165,0.1076,184,0,85,189,0,90,
45,80,-50,42.14656267,72.9493651,-67.71813379,0.2576,0.12595,0.645,175,0,187,189,0,190,
100,-5,30,41.50864924,69.66228865,-62.58234227,0.24345,0.12185,0.5758,255,250,187,189,2,180,
100,-5,30,39.6225449,60.10807395,-42.69698077,0.205,0.11025,0.36235,255,250,187,189,4,149,
100,-5,30,35.44933919,42.61441273,30.2755756,0.1405,0.08725,0.02715,255,250,187,189,7,22,
40,65,35,35.02321762,44.67049322,24.25804659,0.14085,0.0851,0.0352,175,0,30,189,8,46,
40,65,30,35.68413692,44.30313414,21.10750642,0.14485,0.08845,0.0428,174,0,37,189,10,53,
45,75,-40,40.66245866,67.66647469,-58.50288901,0.2307,0.11655,0.51865,173,11,166,189,24,173,
45,70,-30,40.35286607,63.49644294,-47.32341664,0.2187,0.11465,0.4105,173,23,148,189,38,156,
45,60,-5,39.10481952,50.43996526,-19.26652456,0.18155,0.1072,0.2031,174,39,103,189,53,116,
45,55,15,37.63523821,44.98384643,0.396323832,0.16015,0.09885,0.10625,175,44,73,189,59,85,
50,70,-50,46.16379637,71.25957456,-73.47366091,0.29675,0.1539,0.8024,172,47,197,189,60,204,
45,50,50,37.86933824,36.86689577,34.05606628,0.1481,0.10015,0.0277,175,50,6,189,64,28,
45,50,45,37.6171457,37.37739036,33.44481948,0.14715,0.09875,0.02795,175,50,15,189,64,37,
50,55,-20,43.61715795,51.85859272,-39.18829005,0.22395,0.13575,0.3895,174,63,142,189,77,153,
50,40,30,41.36671041,31.54734765,16.99606591,0.1648,0.12095,0.0748,175,75,54,189,88,72,
55,55,-40,51.31882816,57.6947569,-64.16443159,0.32005,0.19545,0.7968,172,80,194,189,93,201,
55,50,-30,50.39932718,50.06272711,-52.14162464,0.2891,0.18755,0.6296,173,84,175,189,96,183,
55,45,-20,49.46577129,42.59000897,-40.6490565,0.26045,0.17975,0.49245,173,88,157,189,100,166,
55,35,5,47.71360206,28.34528702,-13.09810882,0.21145,0.1657,0.25295,174,94,111,189,107,124,
55,30,25,46.69776108,21.36615162,10.79205322,0.18855,0.1579,0.1254,175,97,74,189,110,90,
55,25,50,47.15110864,14.48315289,40.37868667,0.17915,0.16135,0.04375,174,100,25,189,112,46,
60,15,45,52.69684966,3.436050844,37.00809978,0.20435,0.2077,0.0735,174,120,52,189,132,66,
65,30,-25,61.71026536,29.32588205,-48.38292795,0.36755,0.30065,0.82545,172,128,195,189,139,202,
65,25,-15,60.8080963,22.12690757,-36.70260218,0.335,0.2903,0.65845,172,131,177,189,141,184,
65,15,10,58.58353807,6.784583523,-6.413466284,0.26895,0.2658,0.3349,173,136,131,189,146,139,
65,10,25,58.53674201,-0.336367961,13.33431364,0.25135,0.2653,0.20795,173,138,102,189,149,113,
70,25,-30,67.28078153,28.79477375,-56.41244563,0.4433,0.37005,1.0888,170,146,220,189,156,225,
70,20,-20,67.16434154,18.73356514,-44.23896688,0.40805,0.3685,0.89895,172,149,201,189,159,206,
70,15,-10,66.2477821,10.57523811,-31.63528863,0.37,0.35645,0.7101,172,151,181,189,161,188,
70,5,15,65.08145969,-5.751514762,-0.290747609,0.3088,0.3415,0.37415,173,156,135,189,166,143,
70,0,30,64.96257174,-13.6040026,20.87672387,0.2868,0.34,0.2277,173,158,105,189,168,116,
75,10,-15,72.89189416,7.215544202,-38.62839073,0.4523,0.45,0.96165,171,169,206,189,178,211,
75,5,-5,72.69391601,-2.044315273,-24.51567985,0.41805,0.447,0.7603,171,171,185,189,181,192,
75,-5,20,72.08120383,-18.10588332,8.886254254,0.35935,0.4378,0.3978,172,176,139,189,185,146,
75,-15,60,71.54818311,-32.07393943,59.02607351,0.313,0.4299,0.1057,174,179,48,189,189,68,
80,-10,15,77.92515702,-22.55709184,0.910030707,0.4248,0.53085,0.5683,172,193,160,189,202,169,
80,-20,45,78.02531251,-38.58537649,42.04984637,0.3749,0.53255,0.23555,172,197,99,189,206,112,
80,-25,70,77.5104841,-45.16694272,72.03869232,0.34855,0.52385,0.09655,173,199,38,189,207,55,
85,-15,10,84.07498781,-25.72563891,-7.763660748,0.50745,0.6421,0.7978,171,211,183,189,219,192,
85,-35,85,83.22354551,-52.67210882,80.929241,0.401,0.62585,0.0997,178,223,0,189,226,0,
90,-25,20,90.27556826,-38.93253105,5.107847217,0.5599,0.769,0.7692,171,231,179,189,238,186,
90,-35,50,90.35152379,-56.99325327,46.46409039,0.4918,0.77065,0.3492,171,235,117,189,242,126,
90,-40,70,89.9938159,-65.25216303,73.89316212,0.45665,0.7629,0.17555,171,237,71,189,244,81,
40,65,45,35.07313276,42.59502154,32.57050455,0.1379,0.08535,0.02325,177,0,11,190,0,30,
40,65,40,34.67104457,45.87501242,25.90145046,0.14035,0.08335,0.0316,176,0,22,190,5,38,
100,-5,30,36.1474368,55.11163295,-16.94531527,0.1667,0.09085,0.16605,255,250,187,190,5,106,
50,80,-65,47.38507598,87.41829083,-90.71538624,0.3566,0.16315,1.0888,172,31,226,190,44,231,
45,55,20,36.88320025,45.35022244,1.001965043,0.1552,0.09475,0.0998,176,44,65,190,59,78,
45,50,60,37.09629183,39.31800972,31.00432855,0.14665,0.0959,0.0302,190,60,0,190,64,0,
45,50,55,37.18840911,38.4324052,30.89703373,0.14585,0.0964,0.0306,175,50,2,190,64,13,
50,65,-40,44.7730386,66.67835404,-63.07680249,0.26985,0.1438,0.6437,173,53,180,190,66,187,
50,60,-30,43.77775349,60.0120485,-52.18737728,0.24375,0.13685,0.5093,174,58,161,190,72,170,
50,50,-5,42.23107814,45.83529595,-24.99686035,0.19885,0.1265,0.26835,175,68,119,190,81,128,
50,45,10,41.68118407,38.8848408,-8.392642408,0.1807,0.12295,0.1707,175,71,93,190,85,104,
50,40,35,40.60568261,32.95403771,18.79373935,0.1615,0.1162,0.0666,176,75,44,190,88,64,
60,50,-45,56.36208448,58.26254972,-74.26564181,0.38565,0.24275,1.073,172,100,219,190,111,224,
55,25,60,47.66871073,12.99695952,42.27747192,0.18055,0.16535,0.04185,175,100,8,190,112,20,
55,25,55,47.0661929,16.0443727,43.60549093,0.1814,0.1607,0.0376,175,100,11,190,112,35,
60,30,-5,53.71259553,25.89775214,-24.15435247,0.26435,0.21705,0.40935,174,113,145,190,124,153,
60,20,25,52.39787506,11.99802281,10.23202575,0.2196,0.205,0.17,174,118,91,190,129,102,
65,45,-50,63.10247459,56.69696931,-63.61642312,0.4781,0.3171,1.0888,171,119,244,190,130,248,
60,15,50,52.34779117,5.379719465,35.6923802,0.20525,0.20455,0.07545,175,120,41,190,132,56,
65,5,50,58.27830705,-7.477238565,43.52013843,0.23245,0.26255,0.08225,174,140,55,190,151,67,
70,-5,55,64.78756859,-20.26234745,52.3446865,0.2682,0.3378,0.08945,175,160,52,190,170,68,
75,-10,40,72.00065399,-26.75060235,35.89623654,0.3332,0.4366,0.2115,174,177,99,190,187,109,
80,-15,30,77.95168956,-31.78117434,22.18067791,0.39515,0.5313,0.3719,173,195,130,190,204,140,
80,-25,75,77.2539219,-43.03719065,74.47483799,0.35155,0.51955,0.0875,174,199,27,190,207,39,
85,0,-20,85.0881488,1.363979673,-25.71008828,0.6349,0.6618,1.0888,170,205,246,190,213,249,
85,-5,-10,84.47858294,-7.120070817,-26.76106389,0.5877,0.6499,1.0888,171,207,226,190,215,230,
85,-10,0,84.20210847,-16.28960003,-21.89160483,0.54585,0.64455,1.0038,171,209,205,190,217,211,
85,-20,25,84.05680133,-35.46172248,13.04115975,0.4715,0.64175,0.55195,173,213,154,190,221,163,
85,-25,40,83.91888868,-43.3882854,33.26922374,0.4417,0.6391,0.36555,173,215,124,190,223,134,
85,-30,60,83.38183491,-51.27730082,58.3821972,0.4077,0.62885,0.1962,174,217,79,190,225,93,
90,-30,35,90.15104268,-48.76922819,26.73195997,0.51935,0.7663,0.51955,172,233,148,190,240,156,
40,65,55,35.60610828,43.68339771,26.21228471,0.1433,0.08805,0.03365,179,0,0,191,0,0,
40,65,50,33.72118952,47.84953169,26.20458971,0.137,0.07875,0.0287,178,0,0,191,0,20,
40,70,10,34.49820861,54.30323341,-3.753050459,0.15295,0.0825,0.10195,187,0,76,191,0,82,
