BinL,BinA,BinB,MeasuredL,MeasuredA,MeasuredB,MeasuredX,MeasuredY,MeasuredZ,R,G,B,OldR,OldG,OldB,Empty
40,45,-30,35.42967577,41.24858802,-45.89578198,0.1382,0.08715,0.33165,122,52,134,140,65,143,
40,40,-20,34.49820861,37.79194114,-36.18227983,0.12675,0.0825,0.2548,122,55,117,140,69,127,
40,30,5,33.26451888,23.74074363,-9.846644864,0.10005,0.0766,0.1159,123,62,76,140,75,88,
40,25,25,33.20012074,16.33813714,11.71088331,0.0906,0.0763,0.0532,124,64,41,140,78,58,
45,45,-45,41.07272073,50.50443581,-67.00901756,0.1982,0.1191,0.61595,120,66,174,140,79,181,
50,60,-75,49.61113013,79.40069077,-86.87736185,0.3613,0.18095,1.0888,117,70,245,140,82,249,
45,20,5,38.45463118,14.11895466,-11.21196383,0.11715,0.10345,0.158,122,81,87,140,94,99,
45,10,55,38.65566936,0.109086023,32.64209824,0.09955,0.1046,0.0318,132,92,0,140,99,0,
45,10,50,38.55096476,-0.669261553,32.88411596,0.098,0.104,0.03115,123,86,4,140,99,18,
50,25,-25,45.48316585,25.92972785,-43.48803009,0.18725,0.1489,0.4547,121,93,151,140,105,160,
55,45,-65,53.94202023,64.29034184,-79.41030994,0.37205,0.2192,1.0888,117,96,242,140,107,245,
50,20,-15,45.49692663,17.30824197,-32.08253616,0.1712,0.149,0.35855,121,95,134,140,108,143,
50,5,25,43.95197016,-4.920337043,15.11265311,0.12385,0.13805,0.09355,123,102,64,140,114,78,
50,0,50,43.86498857,-9.37868496,40.6388099,0.1169,0.13745,0.03335,123,104,12,140,116,31,
55,15,-20,50.9610188,15.11006013,-38.36663613,0.21305,0.19235,0.4953,121,112,156,140,123,165,
55,10,-10,50.35208887,6.334715496,-26.57910089,0.18995,0.18715,0.38135,121,114,139,140,126,148,
60,35,-60,58.97895497,54.04621452,-70.7259397,0.40815,0.27005,1.0888,116,116,248,140,127,251,
55,-5,30,49.36241691,-15.64199141,19.87057243,0.14325,0.1789,0.10885,122,120,68,140,132,80,
55,-10,55,48.97035549,-19.87213733,49.37868365,0.1339,0.1757,0.03345,123,122,6,140,133,29,
100,-5,30,53.6268415,-28.17740948,51.54374332,0.1529,0.21625,0.04375,255,250,187,140,146,1,
60,-15,40,54.66833243,-28.57844193,37.03984297,0.1599,0.2261,0.083,122,138,62,140,149,73,
65,5,-25,62.08752638,9.950500933,-48.82322358,0.3164,0.30505,0.84035,118,145,195,140,155,201,
65,-20,30,61.11554278,-33.04699166,21.3911395,0.20395,0.2938,0.189,121,155,92,140,165,103,
65,-25,50,61.11554278,-41.03745726,46.12715421,0.18805,0.2938,0.0891,121,156,52,140,167,65,
70,-35,65,67.16434154,-50.05214643,65.64388304,0.22305,0.3685,0.06395,121,175,26,140,184,39,
75,0,-35,74.6131417,12.22741074,-43.77044534,0.4969,0.47665,1.0888,114,177,245,140,186,248,
75,-20,0,73.47410065,-23.67428196,-16.01272893,0.36065,0.4589,0.67195,118,185,176,140,194,182,
100,-5,30,73.81401421,-57.34537683,71.98357534,0.2727,0.46415,0.07745,255,250,187,140,203,6,
80,-20,-10,79.69911233,-19.39756115,-30.04889312,0.46185,0.5615,1.0099,116,201,211,140,209,215,
80,-25,0,79.76723772,-28.94352809,-16.80728332,0.43,0.5627,0.81945,117,202,190,140,211,196,
80,-30,10,79.55687206,-37.24193604,-3.568433921,0.3998,0.559,0.64905,117,204,170,140,212,177,
85,-30,0,85.22035679,-32.73817404,-18.40448214,0.4997,0.6644,0.97725,116,220,205,140,227,210,
85,-35,10,85.58972203,-40.32788162,-5.249932354,0.47775,0.6717,0.7991,116,222,185,140,229,191,
85,-45,35,85.77340168,-58.81597666,26.10951916,0.41675,0.67535,0.4535,118,225,133,140,232,143,
85,-50,50,85.71057237,-68.63992573,47.4411931,0.3844,0.6741,0.2849,118,226,103,140,234,112,
100,-5,30,87.23174954,-74.68440219,88.52323198,0.386,0.7048,0.09745,255,250,187,140,241,2,
90,-50,35,92.22505771,-65.28660809,27.63643203,0.491,0.8121,0.54665,117,243,147,140,250,156,
90,-55,50,92.18061757,-74.23544536,46.62565251,0.4582,0.8111,0.3726,117,244,115,140,251,125,
30,60,-15,29.00515602,35.13195841,-19.62182324,0.09145,0.0584,0.12505,133,0,92,141,0,96,
35,70,-55,32.39162389,64.06326258,-71.34469563,0.1541,0.0726,0.50465,126,0,167,141,0,171,
40,80,-80,39.85699465,86.42073521,-103.6948368,0.2663,0.11165,1.0888,121,0,225,141,0,228,
30,55,0,25.98080574,38.85888843,-13.09715246,0.08075,0.0474,0.085,125,0,60,141,3,74,
30,50,30,23.88517536,34.68295093,15.17447393,0.06705,0.04065,0.02095,126,7,18,141,23,33,
30,50,25,24.30590197,34.95393436,11.75236595,0.0691,0.04195,0.0262,125,9,25,141,23,40,
35,55,-30,29.43767978,49.13799136,-43.38921999,0.1118,0.0601,0.2455,123,24,119,141,39,130,
35,45,-5,28.23423349,35.62231845,-18.23244453,0.0881,0.05545,0.11485,125,35,76,141,49,92,
35,35,50,28.79870745,22.22084193,25.45447918,0.0759,0.0576,0.0189,138,52,0,141,58,0,
35,35,45,28.10087654,23.70497662,24.61925439,0.0743,0.05495,0.0185,125,43,0,141,58,11,
35,35,40,27.66861961,24.4593881,20.89952062,0.07315,0.05335,0.0219,125,43,4,141,58,24,
45,60,-65,42.19269245,72.89701293,-92.54403617,0.25795,0.12625,0.97655,120,54,210,141,67,216,
40,25,30,31.84103291,18.17628377,9.505325386,0.0859,0.07015,0.0529,125,64,31,141,78,50,
50,45,-55,47.15110864,56.81324628,-81.97921898,0.2708,0.16135,0.94625,120,81,207,141,93,212,
45,15,25,37.63523821,8.998717098,10.48955271,0.10535,0.09885,0.075,124,83,54,141,96,67,
50,35,-40,45.98826778,40.66995226,-62.65123219,0.22185,0.1526,0.6631,121,87,179,141,99,186,
50,10,10,43.5145086,3.773915379,-3.247499007,0.1341,0.13505,0.16145,123,100,92,141,112,102,
50,0,60,43.80686014,-9.305517663,40.66393017,0.11665,0.13705,0.03315,138,115,0,141,116,0,
50,0,55,44.03148215,-8.686262325,40.55282357,0.1189,0.1386,0.03395,124,104,0,141,116,13,
55,0,15,49.34414394,-9.539768701,4.378920321,0.1532,0.17875,0.1728,123,118,93,141,130,106,
55,-10,60,48.53604869,-22.54814747,45.96696742,0.127,0.1722,0.0379,125,122,0,141,133,0,
65,15,-40,62.76845826,25.50652951,-64.19231334,0.3698,0.3131,1.0888,119,140,224,141,151,228,
65,-10,5,60.95773427,-17.24310668,-10.9421313,0.23645,0.292,0.40325,121,151,139,141,161,147,
70,-30,45,67.25076368,-46.48827874,40.99264773,0.2317,0.36965,0.14675,122,173,76,141,183,86,
70,-35,70,67.14553033,-49.32714144,66.14185629,0.22445,0.36825,0.06265,123,174,0,141,184,15,
75,-30,25,73.20356786,-43.18952729,15.64261011,0.3023,0.45475,0.3589,121,188,126,141,197,136,
75,-35,40,73.27869907,-51.80460137,34.49799601,0.2808,0.4559,0.23185,121,190,98,141,199,108,
75,-40,60,72.60785035,-59.77922125,59.29967252,0.2542,0.4457,0.11115,122,191,52,141,200,66,
80,-45,55,79.04126739,-65.8489064,53.84383459,0.309,0.55,0.18125,121,209,78,141,217,89,
80,-50,80,79.11608947,-65.70843105,79.34468283,0.31025,0.5513,0.08255,126,215,0,141,219,0,
90,-60,70,91.74091762,-82.49815471,72.75603723,0.4235,0.80125,0.1964,118,246,69,141,253,80,
30,55,5,26.63481736,30.35937465,-3.498244645,0.07465,0.04965,0.06215,127,0,55,142,0,67,
40,85,-85,40.46732165,90.92322749,-102.6425489,0.2841,0.11535,1.0888,133,0,246,142,0,237,
30,50,40,23.96677374,33.24709639,1.627793651,0.066,0.0409,0.04145,126,10,1,142,22,16,
30,50,35,23.63835484,34.09021951,13.2560096,0.06545,0.0399,0.02275,126,9,11,142,22,25,
40,65,-60,36.47069261,69.59086806,-82.82434637,0.1967,0.09255,0.70825,122,30,186,142,44,193,
35,40,15,26.46237941,28.78283683,-3.836830772,0.07225,0.04905,0.06225,126,39,44,142,54,63,
40,55,-45,34.34471767,57.25705257,-65.37272524,0.15685,0.08175,0.4796,123,42,159,142,56,167,
40,35,-5,32.66777473,28.069587,-21.06721015,0.1023,0.07385,0.15745,125,58,91,142,72,103,
40,30,10,31.41672527,20.69963023,-4.571247816,0.0867,0.0683,0.08755,125,61,68,142,75,80,
45,50,-50,40.30367106,57.92603437,-75.75372749,0.20655,0.11435,0.7026,123,62,182,142,75,190,
100,-5,30,31.76133566,13.8974333,19.33565286,0.0807,0.0698,0.03405,255,250,187,142,77,2,
40,25,35,31.26582647,14.1563865,19.38876826,0.07865,0.06765,0.0326,126,64,21,142,78,42,
45,40,-35,38.95017469,44.31220503,-56.52256808,0.169,0.1063,0.47105,123,69,156,142,82,164,
45,25,-5,37.21598216,19.63484082,-22.10902962,0.1174,0.09655,0.2009,124,78,104,142,91,115,
45,20,10,36.59324408,11.11070464,-4.904926122,0.10225,0.0932,0.11885,125,81,79,142,94,91,
45,15,30,36.23339427,4.517316718,15.32727441,0.0921,0.0913,0.0568,125,83,46,142,96,59,
55,50,-70,53.78211565,71.21375875,-79.6860075,0.3914,0.2177,1.0888,119,92,251,142,104,255,
55,35,-50,51.82024798,47.58175299,-80.44739008,0.2986,0.19985,1.04655,121,101,212,142,113,218,
50,5,30,42.83097108,-5.419034451,16.42674725,0.1162,0.13045,0.0836,125,102,56,142,114,70,
55,25,-35,50.93780271,31.07132123,-60.04776807,0.2482,0.19215,0.73515,122,107,185,142,118,191,
55,-5,35,48.77253777,-16.80390438,24.32944187,0.13735,0.1741,0.0907,124,120,60,142,131,71,
60,25,-45,57.32303733,36.63838979,-73.58097012,0.33355,0.25255,1.0888,120,121,218,142,132,223,
60,15,-30,56.50587686,19.50079908,-55.24386075,0.2783,0.2442,0.7971,121,126,190,142,137,196,
60,-5,10,55.32380534,-13.66568749,-3.11253206,0.19275,0.23245,0.2728,123,134,115,142,145,126,
60,-10,25,55.40553433,-23.59844326,17.88086227,0.1745,0.23325,0.1586,124,136,88,142,147,100,
60,-15,45,55.01048198,-28.96423845,40.97865927,0.1618,0.2294,0.07355,125,138,49,142,149,64,
65,0,-15,61.5764902,-1.008637556,-35.26640518,0.2817,0.2991,0.65715,121,147,176,142,157,183,
65,-5,-5,61.54621898,-9.231686025,-21.93220432,0.26105,0.29875,0.51305,122,149,157,142,159,165,
65,-20,35,61.18547303,-34.35475689,27.77996496,0.2019,0.2946,0.1589,124,154,80,142,165,94,
65,-25,55,60.43142791,-40.98367196,49.52095066,0.1825,0.28605,0.07575,123,156,41,142,166,54,
70,0,-25,68.2851095,4.875773642,-50.19383955,0.37945,0.3836,1.01715,119,162,210,142,172,215,
70,-20,15,67.29953171,-29.66931426,0.223890657,0.2717,0.3703,0.4013,122,169,133,142,179,142,
85,-55,75,84.8047727,-74.83681191,76.36463938,0.35375,0.65625,0.1259,121,228,35,142,235,51,
30,55,10,26.15719775,32.89509219,-2.697608038,0.07515,0.048,0.0583,129,0,49,143,0,60,
30,60,-10,26.01030737,43.1344397,-20.20655108,0.0857,0.0475,0.1082,137,0,84,143,0,88,
35,65,-45,30.31526201,61.15159362,-62.24399277,0.13485,0.06365,0.3905,124,7,145,143,17,154,
30,50,45,25.86238253,31.80786508,8.827585661,0.0727,0.047,0.0346,133,11,0,143,22,0,
35,50,-15,28.11424854,42.34620357,-29.67932768,0.09555,0.055,0.1609,126,29,95,143,44,107,
35,45,0,28.10087654,37.17748113,-15.3876241,0.08925,0.05495,0.104,126,35,73,143,49,85,
35,40,20,26.77745749,27.76621446,3.670515298,0.0726,0.05015,0.04685,127,39,37,143,53,56,
40,50,-35,34.7620706,48.52317673,-53.14969651,0.14525,0.0838,0.37885,125,47,142,143,60,151,
45,65,-70,43.01081468,78.54177936,-98.25721607,0.2805,0.13165,1.0888,122,48,219,143,61,225,
40,40,-15,33.38214678,37.5660879,-33.05738289,0.1194,0.07715,0.22475,126,55,109,143,68,119,
40,25,40,32.30258667,16.0997209,19.26704927,0.0858,0.0722,0.0357,127,64,11,143,78,33,
45,35,-25,39.43693818,34.95766924,-42.8382632,0.15625,0.10915,0.36095,124,73,139,143,86,147,
45,30,-15,38.68178292,28.30458871,-31.69002138,0.1399,0.10475,0.27205,125,75,121,143,88,131,
45,15,35,37.52649946,7.088052131,20.64271166,0.10225,0.09825,0.05005,127,83,34,143,96,51,
50,30,-30,45.12320212,32.17021556,-50.61091986,0.19645,0.1463,0.51665,125,89,161,143,102,169,
50,15,0,43.29334525,10.36291511,-16.70084894,0.143,0.13355,0.22895,125,97,107,143,110,119,
50,10,15,42.62732378,3.922953564,1.809384649,0.1285,0.1291,0.13315,126,99,82,143,112,94,
50,5,35,42.98091686,-4.193021873,24.56098002,0.11885,0.13145,0.06245,127,101,43,143,114,61,
100,-5,30,46.02210048,-13.23076088,41.57519072,0.12475,0.15285,0.038,255,250,187,143,124,4,
55,5,5,49.19147015,-2.180065002,-9.471288443,0.1648,0.1775,0.24635,125,116,112,143,127,122,
55,0,20,48.62960645,-8.39786745,8.562147341,0.14995,0.17295,0.14815,126,118,85,143,129,97,
55,-5,40,48.38578959,-15.51951626,33.04483008,0.13675,0.171,0.0645,126,120,51,143,131,62,
60,10,-20,56.12281979,11.12902375,-41.75586105,0.25385,0.24035,0.62375,123,128,171,143,139,178,
100,-5,30,52.67479256,-24.28140474,48.646719,0.15255,0.2075,0.0462,255,250,187,143,143,10,
60,0,0,55.05173118,-6.958805706,-14.90538824,0.20385,0.2298,0.3531,124,132,134,143,143,143,
65,-15,20,61.4248971,-24.69219064,9.410262081,0.2244,0.29735,0.26,124,153,112,143,163,121,
65,-25,60,60.3779513,-39.46806781,55.011412,0.18495,0.28545,0.06135,125,156,27,143,166,41,
70,10,-40,68.97883036,23.23165311,-53.48477524,0.44935,0.39315,1.0888,119,158,240,143,167,243,
70,-25,30,67.54997381,-37.55614407,20.72295734,0.2552,0.37365,0.2553,123,171,105,143,181,115,
70,-35,75,67.17938438,-47.48923281,64.47266564,0.2288,0.3687,0.06695,138,188,0,143,184,0,
75,-5,-25,73.99425425,1.237448225,-44.83749267,0.44805,0.46695,1.0888,119,179,225,143,188,229,
75,-40,65,72.82599948,-58.10062976,61.90081067,0.26045,0.449,0.1034,124,191,37,143,200,53,
80,-10,-25,80.18521857,-2.017899808,-34.16341625,0.53395,0.5701,1.0888,119,197,241,143,205,244,
80,-35,25,79.21949534,-46.54181462,12.01344742,0.36635,0.5531,0.47945,122,205,141,143,214,149,
80,-40,40,79.21949534,-55.46664768,32.31586972,0.34005,0.5531,0.312,122,207,111,143,215,120,
100,-5,30,80.23018859,-65.53387785,78.58282441,0.3239,0.5709,0.09065,255,250,187,143,222,3,
85,-50,55,85.18225532,-70.52976832,51.72213525,0.37155,0.66365,0.2516,121,226,92,143,234,102,
30,55,15,25.39703963,35.40739291,1.265561416,0.07435,0.04545,0.0469,131,0,42,144,0,54,
35,60,-35,28.81166629,55.93102267,-52.0227602,0.1175,0.05765,0.2941,126,14,128,144,29,138,
40,70,-65,36.27150694,78.16532686,-91.30275065,0.2125,0.0915,0.81275,124,21,195,144,35,202,
35,55,-25,28.49856145,47.15880175,-40.48738441,0.10375,0.05645,0.21915,126,23,112,144,37,122,
35,40,25,26.27397729,29.2033072,8.902793955,0.07185,0.0484,0.03565,128,38,35,144,53,48,
40,45,-25,33.5734288,40.49518595,-41.85648884,0.12485,0.07805,0.28095,126,51,125,144,64,135,
40,35,0,31.2541789,27.05497061,-17.03563055,0.0934,0.0676,0.1301,128,57,84,144,71,96,
40,30,15,31.37039723,21.93300654,-1.266343799,0.0879,0.0681,0.07765,127,61,59,144,75,73,
40,25,50,31.73851609,13.31286409,25.84408817,0.07995,0.0697,0.0245,129,64,0,144,77,0,
40,25,45,31.62408968,11.8243699,24.81410678,0.0778,0.0692,0.0256,128,64,0,144,77,22,
50,50,-60,46.94823839,64.08296013,-90.16197215,0.2869,0.1598,1.0676,122,77,216,144,89,222,
45,25,0,37.13317707,19.24715916,-17.74993016,0.11635,0.0961,0.178,127,78,96,144,91,107,
45,20,15,36.20477323,12.20228849,1.224043207,0.1015,0.09115,0.09525,128,80,69,144,94,83,
100,-5,30,38.50721897,1.142898376,33.03865404,0.10005,0.10375,0.0308,255,250,187,144,100,8,
50,25,-20,44.31885599,24.24323841,-38.36621614,0.1746,0.1406,0.3927,125,92,143,144,105,152,
50,20,-10,43.8722467,15.72304197,-26.86442634,0.15605,0.1375,0.29965,126,95,126,144,107,135,
55,20,-25,50.66965223,21.06869584,-47.03524741,0.2231,0.18985,0.57845,124,109,166,144,121,174,
55,10,-5,49.77389269,4.743077087,-21.42759704,0.1821,0.1823,0.3336,126,113,130,144,125,139,
60,5,-10,55.57351204,1.102053219,-28.47463683,0.22565,0.2349,0.4768,124,130,153,144,141,161,
60,-15,50,54.69436896,-29.58545863,44.96298426,0.15835,0.22635,0.06195,127,138,37,144,149,53,
65,10,-30,62.31299281,14.40593907,-55.56535236,0.3315,0.3077,0.9422,123,143,205,144,153,210,
70,-5,-15,67.63560124,-5.257926869,-36.77917305,0.34085,0.3748,0.80675,122,164,191,144,174,197,
70,-10,-5,67.0362571,-14.195919,-22.88187113,0.30875,0.3668,0.6231,123,166,172,144,175,178,
70,-15,5,67.24700992,-22.90590284,-9.918972453,0.2882,0.3696,0.49175,123,168,153,144,177,160,
70,-30,50,66.85096678,-47.2791551,47.06292481,0.22615,0.36435,0.1196,125,173,65,144,182,76,
100,-5,30,67.15681808,-48.2553448,67.94831683,0.2269,0.3684,0.0584,255,250,187,144,184,2,
75,-25,15,73.39929766,-35.2835459,2.211711143,0.32615,0.45775,0.47725,123,186,147,144,195,155,
75,-35,45,73.49684198,-52.4091892,40.41584635,0.28165,0.45925,0.20105,125,190,87,144,199,98,
80,-45,60,78.98074805,-65.73646583,59.75854964,0.3086,0.54895,0.1531,124,209,67,144,217,78,
85,-40,25,85.54937462,-52.53217724,13.79591042,0.4345,0.6709,0.57105,121,223,154,144,231,162,
85,-55,80,85.06013737,-71.98206272,84.97842461,0.36555,0.66125,0.0968,123,228,17,144,235,29,
90,-45,25,91.8327245,-57.9686554,14.1163954,0.51195,0.8033,0.69015,119,241,169,144,248,175,
90,-55,55,91.80810873,-76.03919661,51.08561828,0.44635,0.80275,0.3333,122,244,103,144,251,115,
90,-60,75,91.63997354,-82.49940796,80.17739492,0.42205,0.799,0.1594,122,246,53,144,252,66,
30,55,20,26.93327079,30.54483159,6.553604313,0.0762,0.0507,0.0418,133,0,33,145,0,47,
30,60,-5,26.27397729,37.77654255,-13.15777926,0.08095,0.0484,0.0867,140,0,78,145,0,81,
100,-5,30,43.57320868,93.15191876,-97.28757123,0.3258,0.13545,1.0888,255,250,187,145,4,249,
100,-5,30,40.83210775,85.66237961,-102.0136073,0.2748,0.1176,1.0888,255,250,187,145,6,229,
100,-5,30,37.33513649,78.31446617,-95.173362,0.2226,0.0972,0.89185,255,250,187,145,7,209,
35,50,-10,29.00515602,38.91091589,-25.14565634,0.09605,0.0584,0.1476,128,29,88,145,43,99,
35,45,5,28.14096827,31.3478056,-7.224133468,0.08275,0.0551,0.07875,128,34,65,145,48,77,
40,60,-50,35.91682047,60.10574986,-70.41496124,0.17395,0.08965,0.5567,126,36,167,145,49,176,
35,40,30,27.73672424,25.32254543,10.86140414,0.07435,0.0536,0.0366,129,38,22,145,53,41,
45,70,-75,43.6464215,83.26849387,-97.16134224,0.2998,0.13595,1.0888,123,42,229,145,55,234,
45,55,-55,41.04875066,62.30750856,-80.91639491,0.2226,0.11895,0.7842,125,58,192,145,71,198,
40,30,20,31.70424579,21.4758292,7.452671832,0.08905,0.06955,0.05695,129,60,53,145,74,65,
45,45,-40,40.63814,47.04633897,-60.11508948,0.1877,0.1164,0.53445,126,65,165,145,79,172,
45,15,45,38.07474387,3.673711905,30.7182374,0.1009,0.1013,0.03325,129,83,17,145,96,33,
45,15,40,37.94096117,4.445735776,28.45491609,0.10115,0.10055,0.0366,128,83,27,145,96,42,
50,40,-45,46.65802865,46.81316793,-68.50205232,0.24195,0.1576,0.74875,124,84,189,145,96,195,
55,40,-55,53.12416163,52.93022184,-80.82041098,0.32845,0.2116,1.0888,123,98,222,145,110,227,
50,10,20,43.5145086,0.895245944,8.845325164,0.1297,0.13505,0.1122,128,99,74,145,111,86,
50,5,40,43.52185244,-6.840607926,30.20072312,0.1184,0.1351,0.0517,128,101,34,145,114,52,
55,15,-15,50.87387527,11.53780577,-31.60667436,0.20485,0.1916,0.4315,125,111,148,145,123,156,
55,0,25,49.31976407,-11.16263959,16.46442467,0.1503,0.17855,0.121,129,117,74,145,129,89,
55,-5,45,48.97035549,-16.38912517,38.71815019,0.13935,0.1757,0.0536,128,119,38,145,131,53,
60,-5,15,55.51760713,-15.9304494,6.392077582,0.18995,0.23435,0.2175,127,134,106,145,145,117,
60,-10,30,55.77102008,-22.24553601,25.36114297,0.17995,0.23685,0.1296,127,136,79,145,147,91,
65,20,-45,63.71716775,32.69636292,-62.55660732,0.40515,0.32455,1.0888,122,138,234,145,148,238,
60,-15,55,55.57858998,-27.5840016,46.52891585,0.1686,0.23495,0.06185,128,138,30,145,149,42,
65,-10,10,61.72749315,-19.45660835,-1.714609374,0.23895,0.30085,0.3403,126,151,130,145,161,138,
65,-20,40,61.72318692,-34.61793479,37.02236395,0.2061,0.3008,0.12415,127,154,70,145,165,84,
65,-25,65,60.97090971,-38.05746569,64.46789243,0.19265,0.29215,0.04325,127,156,4,145,166,23,
75,-10,-15,74.13856857,-9.426930921,-35.74783904,0.41425,0.4692,0.9507,123,181,205,145,190,211,
75,-20,5,73.86236371,-27.36649668,-9.298631395,0.35465,0.4649,0.6029,124,185,167,145,194,173,
75,-30,30,73.68482706,-43.87708123,21.40700533,0.306,0.46215,0.3218,125,188,118,145,197,127,
75,-40,70,73.14795465,-56.95196536,71.90096942,0.2666,0.4539,0.0745,126,191,20,145,200,37,
80,-30,15,79.61666452,-40.07870405,2.747479202,0.3916,0.56005,0.5798,124,204,161,145,212,168,
85,-45,40,85.80855223,-60.46212404,32.70401243,0.41185,0.67605,0.39655,123,225,124,145,232,133,
90,-25,-15,92.07603927,-20.59110253,-13.66200126,0.67115,0.80875,1.0888,118,234,251,145,241,254,
90,-50,40,91.98018365,-65.55648352,31.33799172,0.48615,0.8066,0.5052,123,243,137,145,249,146,
30,55,25,28.41959312,27.20675672,15.22049082,0.0795,0.05615,0.03145,134,0,28,146,0,40,
30,60,0,28.08749642,36.04055925,-6.35289602,0.08785,0.0549,0.07605,143,0,71,146,0,74,
35,70,-50,33.29665491,58.02236555,-62.4211446,0.1505,0.07675,0.436,134,0,161,146,0,162,
40,75,-70,38.6904819,76.90819641,-93.6755805,0.23235,0.1048,0.9039,126,9,205,146,20,210,
35,45,10,29.18425745,33.18476077,-4.407740672,0.09005,0.0591,0.0759,130,33,58,146,48,70,
35,40,40,28.81166629,25.47093367,23.75383123,0.07945,0.05765,0.02085,130,38,5,146,52,25,
35,40,35,28.85049791,25.303556,19.04209177,0.07945,0.0578,0.02695,130,38,12,146,53,33,
40,40,-10,33.94119765,30.99793677,-23.05844355,0.11355,0.0798,0.17705,129,54,100,146,68,111,
40,35,5,33.29665491,27.01358698,-8.450210314,0.10445,0.07675,0.11105,130,57,74,146,71,88,
40,30,25,32.77736252,19.37243765,9.478399757,0.09205,0.07435,0.05655,130,60,45,146,74,58,
45,40,-30,40.58131511,38.22105078,-47.54869493,0.1707,0.11605,0.4158,128,69,147,146,82,156,
45,35,-20,39.44540184,31.69876622,-36.38681615,0.1508,0.1092,0.3129,128,72,130,146,85,139,
50,55,-65,48.56102394,68.78295125,-88.68788975,0.31785,0.1724,1.0888,124,73,226,146,85,231,
45,30,-10,39.59730781,23.31636165,-25.09915544,0.13825,0.1101,0.24085,128,75,113,146,88,123,
45,20,20,37.78853411,10.48459984,7.936742406,0.1082,0.0997,0.083,129,80,63,146,93,76,
45,15,50,38.6904819,3.955260056,34.91091916,0.1047,0.1048,0.0285,130,83,5,146,96,20,
50,15,5,43.15241733,9.003157783,-10.0207461,0.13985,0.1326,0.19125,128,97,100,146,109,111,
50,5,45,43.02575224,-7.151673328,35.95359171,0.11495,0.13175,0.0388,129,101,26,146,114,43,
55,30,-40,51.34178233,36.8149223,-65.5981203,0.26605,0.19565,0.8165,126,103,194,146,115,200,
55,5,10,48.92718581,-4.582195814,-3.565254565,0.1586,0.17535,0.20975,128,115,104,146,127,114,
60,30,-50,57.8848664,42.98458485,-72.61229932,0.35905,0.2584,1.0888,123,118,228,146,129,232,
55,-5,50,49.18534831,-17.34735608,41.76054451,0.1393,0.17745,0.04795,129,119,26,146,131,42,
60,20,-35,56.58496705,25.84467863,-61.43686143,0.29545,0.245,0.88405,125,123,198,146,134,205,
65,5,-20,61.85216689,6.976376588,-43.06821414,0.3056,0.3023,0.7585,126,145,186,146,155,192,
